"prop.area"	"undisturbed.eigen"	"eigen.patch.rm"	"eigen.islands"	"eigen.quality"	"num.patch.rem"	"alpha.count"	"bunch.of.repeats"
"2"	0.995732400388367	0.01258783241171	0.01258783241171	0.0124142844011686	0.0124806220090072	1	1	1
"3"	0.999290953821812	0.01258783241171	0.01258783241171	0.0125588725392894	0.0125699880312721	1	1	1
"4"	0.98383940116669	0.01258783241171	0.01258783241171	0.0119401139295161	0.0121842660928178	1	1	1
"5"	0.960808869890649	0.01258783241171	0.01258783241171	0.0110606582442793	0.011620503870242	1	1	1
"6"	0.999290953821812	0.01258783241171	0.01258783241171	0.0125588725392894	0.0125699880312721	1	1	1
"7"	0.996755094834952	0.01258783241171	0.0125865001464999	0.0124557089047643	0.0125062723093336	1	1	1
"8"	0.996841503174072	0.01258783241171	0.01258783241171	0.0124592136481399	0.0125084407317772	1	1	1
"9"	0.997484216189239	0.01258783241171	0.01258783241171	0.0124853055010548	0.0125245755522305	1	1	1
"10"	0.968901828933892	0.01258783241171	0.01258783241171	0.0113639641149032	0.0118170889257695	1	1	1
"11"	0.992431835322112	0.01258783241171	0.01258783241171	0.0122812997839635	0.0123980198291958	1	1	1
"12"	0.996826221060599	0.01258783241171	0.01258783241171	0.0124585937479569	0.0125080572125422	1	1	1
"13"	0.976692487509565	0.01258783241171	0.01258783241171	0.0116617873864637	0.0120078885052058	1	1	1
"14"	0.980926365831412	0.01258783241171	0.01258783241171	0.0118260750749571	0.0121122204886627	1	1	1
"15"	0.994914923503665	0.01258783241171	0.01258783241171	0.0123812467834209	0.0124601377264448	1	1	1
"16"	0.994263481230808	0.01258783241171	0.01258783241171	0.0123549666303805	0.0124438259738765	1	1	1
"17"	0.992257113710183	0.01258783241171	0.01258783241171	0.0122742899427962	0.012393654771067	1	1	1
"18"	0.995691756041928	0.01258783241171	0.0125878324117101	0.0124126402326018	0.0124796031481735	1	1	1
"19"	0.99639787892755	0.01258783241171	0.01258783241171	0.0124412279995494	0.0124973099495392	1	1	1
"20"	0.993289841876466	0.01258783241171	0.01258783241171	0.0123157666995916	0.012419466502417	1	1	1
"21"	0.995393997539721	0.01258783241171	0.01258783241171	0.0124006001220106	0.0124721402917148	1	1	1
"22"	0.972904209109571	0.01258783241171	0.01258783241171	0.011516246633454	0.0119149196206424	2	1	1
"23"	0.99452773552959	0.01258783241171	0.01258783241171	0.0123656219868836	0.0124504414667595	2	1	1
"24"	0.950160313261314	0.01258783241171	0.01258783241171	0.0106708586853852	0.0113643532683668	2	1	1
"25"	0.982756099813454	0.01258783241171	0.0125878324116506	0.0118976091660365	0.0121574487786871	2	1	1
"26"	0.976694151278306	0.01258783241171	0.0125664318526692	0.0116618516077194	0.0120079294154551	2	1	1
"27"	0.975207355318681	0.01258783241171	0.01258783241171	0.0116045671687495	0.0119713985279136	2	1	1
"28"	0.971607411013231	0.01258783241171	0.01258783241171	0.0114667396125172	0.0118831776519193	2	1	1
"29"	0.993650668010287	0.01258783241171	0.01258783241171	0.0123302830971177	0.0124284912237707	2	1	1
"30"	0.995326776960311	0.01258783241171	0.01258783241171	0.0123978832167249	0.0124704558206607	2	1	1
"31"	0.989104150779771	0.01258783241171	0.01258783241171	0.0121483084155841	0.0123150165853256	2	1	1
"32"	0.991647319216911	0.01258783241171	0.01258783241171	0.012249848492843	0.0123784263387194	2	1	1
"33"	0.971619813391971	0.01258783241171	0.01258783241171	0.0114672123331405	0.0118834810267368	2	1	1
"34"	0.984723145482267	0.01258783241171	0.0125865001464999	0.0119748731204878	0.0122061652198937	2	1	1
"35"	0.981271470934913	0.01258783241171	0.0125878324117101	0.0118395423218371	0.0121207445217471	2	1	1
"36"	0.992355718953407	0.01258783241171	0.01258783241171	0.0122782456213793	0.0123961181246638	2	1	1
"37"	0.985286247014922	0.01258783241171	0.01258783241171	0.0119970604493601	0.0122201290950859	2	1	1
"38"	0.978314807991142	0.01258783241171	0.0125878324105763	0.0117245348208859	0.0120478126834459	2	1	1
"39"	0.97931220610506	0.01258783241171	0.0125878323959247	0.0117632372530193	0.0120723908478166	2	1	1
"40"	0.977904211216344	0.01258783241171	0.01258783241171	0.0117086300559779	0.0120377019196893	2	1	1
"41"	0.962678050344531	0.01258783241171	0.01258783241171	0.0111301657289668	0.0116657614599225	2	1	1
