"prop.area"	"undisturbed.eigen"	"eigen.patch.rm"	"eigen.islands"	"eigen.quality"	"num.patch.rem"	"alpha.count"	"bunch.of.repeats"	"landscape.id"	"mean.nn"	"var.nn"
"0.988286401290246"	"2.63922115419129"	"2.63922115419129"	"2.55212144681041"	"2.57775372247622"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.997416350809856"	"2.63922115419129"	"2.6392211541913"	"2.61983313485627"	"2.62560112843892"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.99672218767672"	"2.63922115419129"	"2.63922115419129"	"2.61464114243103"	"2.62194776687876"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.999373672051939"	"2.63922115419129"	"2.63922115419129"	"2.63451189328282"	"2.63591615358268"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.99873680061004"	"2.63922115419129"	"2.63922115419129"	"2.62972941094213"	"2.63255764042054"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.994381394472981"	"2.63922115419129"	"2.63922115419129"	"2.59718642522672"	"2.60964698591829"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.996761777674059"	"2.63922115419129"	"2.63922115419129"	"2.61493706136339"	"2.62215605955637"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.984713251351679"	"2.63922115419129"	"2.63922115419129"	"2.52595903394618"	"2.55914767893043"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.997305305917892"	"2.63922115419129"	"2.63922115419129"	"2.61900208882142"	"2.62501653131781"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.995157994594832"	"2.63922115419129"	"2.63922115419129"	"2.60296824514262"	"2.61372478458633"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.99329596356278"	"2.63922115419129"	"2.63922115419129"	"2.58912045894372"	"2.60395290205562"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.995145810276279"	"2.63922115419129"	"2.63922115419129"	"2.6028774626963"	"2.61366078216541"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.994517886208626"	"2.63922115419129"	"2.63922115419129"	"2.59820195824015"	"2.61036345083752"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.99873680061004"	"2.63922115419129"	"2.63922115419129"	"2.62972941094213"	"2.63255764042054"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.997357061096235"	"2.63922115419129"	"2.63922115419129"	"2.61938939504908"	"2.62528898895562"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.995157994594832"	"2.63922115419129"	"2.63922115419129"	"2.60296824514262"	"2.61372478458633"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.983978849148758"	"2.63922115419129"	"2.6392211541913"	"2.52060517941788"	"2.55533186180204"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.983978849148758"	"2.63922115419129"	"2.6392211541913"	"2.52060517941788"	"2.55533186180204"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.998570864569754"	"2.63922115419129"	"2.63922077126021"	"2.6284843430605"	"2.63168293569126"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.996712998412958"	"2.63922115419129"	"2.63922115419129"	"2.61457245982905"	"2.62189942109329"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.988286401290246"	"2.63922115419129"	"2.63922115419129"	"2.55212144681041"	"2.57775372247622"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.993809400347133"	"2.63922115419129"	"2.63922115419129"	"2.59293367419734"	"2.60664557532475"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.988546824983417"	"2.63922115419129"	"2.63922115419129"	"2.55403565376641"	"2.5791124310286"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.983129635258017"	"2.63922115419129"	"2.63922115419129"	"2.51442426371166"	"2.55092305381791"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.979119563405778"	"2.63922115419129"	"2.6392211541913"	"2.48538085399368"	"2.53015565523326"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.996382143717214"	"2.63922115419129"	"2.63922115419129"	"2.61210042185213"	"2.62015905298234"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.999373672051939"	"2.63922115419129"	"2.63922115419129"	"2.63451189328282"	"2.63591615358268"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.991983088885106"	"2.63922115419129"	"2.63922115419129"	"2.57938784213985"	"2.59707397640329"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.998570864569754"	"2.63922115419129"	"2.63922077126021"	"2.6284843430605"	"2.63168293569126"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.979087960994029"	"2.63922115419129"	"2.63922115419129"	"2.48515290844792"	"2.52999232945896"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.979690105587489"	"2.63922115419129"	"2.63922115419129"	"2.48949864778094"	"2.53310520535916"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.995889195573641"	"2.63922115419129"	"2.63922115419129"	"2.60842031877728"	"2.61756710962662"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.983129635258017"	"2.63922115419129"	"2.63922115419129"	"2.51442426371166"	"2.55092305381791"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.9937804925138"	"2.63922115419129"	"2.63922115419129"	"2.59271887556755"	"2.606493933813"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.975137062513412"	"2.63922115419129"	"2.63922115419129"	"2.45677064405079"	"2.5096150489393"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.987969662993552"	"2.63922115419129"	"2.63922115419129"	"2.54979466405534"	"2.57610168621318"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.979087960994029"	"2.63922115419129"	"2.63922115419129"	"2.48515290844792"	"2.52999232945896"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.988546824983417"	"2.63922115419129"	"2.63922115419129"	"2.55403565376641"	"2.5791124310286"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.997042599468019"	"2.63922115419129"	"2.63922115419129"	"2.61703676358467"	"2.62363376930377"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.995145810276279"	"2.63922115419129"	"2.63922115419129"	"2.6028774626963"	"2.61366078216541"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.996257035284222"	"2.63922115419129"	"2.63922115419129"	"2.61116608027222"	"2.61950110579732"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.975137062513412"	"2.63922115419129"	"2.63922115419129"	"2.45677064405079"	"2.5096150489393"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.993738204226596"	"2.63922115419129"	"2.63922115419129"	"2.59240467644708"	"2.60627211054375"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.994399032347753"	"2.63922115419129"	"2.63922115419129"	"2.59731763979621"	"2.60973956414876"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.99329596356278"	"2.63922115419129"	"2.63922115419129"	"2.58912045894372"	"2.60395290205562"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.987969662993552"	"2.63922115419129"	"2.63922115419129"	"2.54979466405534"	"2.57610168621318"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
"0.993809400347133"	"2.63922115419129"	"2.63922115419129"	"2.59293367419734"	"2.60664557532475"	"1"	"1"	"1"	"Nov 11 11 02 22"	"0"	"0"
