"prop.area"	"undisturbed.eigen"	"eigen.patch.rm"	"eigen.islands"	"eigen.quality"	"num.patch.rem"	"alpha.count"	"bunch.of.repeats"	"landscape.id"	"mean.nn"	"var.nn"
"2"	"0.994896265520861"	"1.22069663561841"	"1.22069663561841"	"1.20332580973332"	"1.20826820943777"	"1"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"3"	"0.997565190778893"	"1.22069663561841"	"1.22069663561841"	"1.212388070016"	"1.21475954542017"	"1"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"4"	"0.910931205238941"	"1.22069663561841"	"1.22069663561842"	"0.941529493381713"	"1.01292877124048"	"2"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"5"	"0.971722077326161"	"1.22069663561841"	"1.22069663561842"	"1.12660397409643"	"1.1526352244474"	"2"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"6"	"0.982334521531998"	"1.22069663561841"	"1.22069663554591"	"1.16130329228523"	"1.17794919708992"	"3"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"7"	"0.979454853759261"	"1.22069663561841"	"1.22069663561841"	"1.15181550095671"	"1.17105311358325"	"3"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"8"	"0.911383667512379"	"1.22069663561841"	"1.22069663561842"	"0.942823322173781"	"1.01393527068746"	"4"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"9"	"0.972674392870684"	"1.22069663561841"	"1.22067980098659"	"1.1296879984632"	"1.15489556275254"	"4"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"10"	"0.951463479415957"	"1.22069663561841"	"1.22069663561841"	"1.06236986616067"	"1.10507561045827"	"5"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"11"	"0.946434314816506"	"1.22069663561841"	"1.22069663561841"	"1.046825738371"	"1.09342425589432"	"5"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"12"	"0.968502104149303"	"1.22069663561841"	"1.20997667387727"	"1.1162194571453"	"1.14500895905524"	"6"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"13"	"0.96049435146921"	"1.22069663561841"	"0.598156648621216"	"1.09068189017782"	"1.12615294780043"	"6"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"14"	"0.951645770426334"	"1.22069663561841"	"1.2206964398"	"1.06293626848154"	"1.10549909417867"	"7"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"15"	"0.846469746836784"	"1.22069663561841"	"1.22069663561841"	"0.769374696236565"	"0.874642606524207"	"7"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"16"	"0.95396797126614"	"1.22069663561841"	"1.22069663547252"	"1.07016993986516"	"1.11090094269722"	"8"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"17"	"0.945964252630023"	"1.22069663561841"	"1.2206964398"	"1.0453809554646"	"1.09233839129544"	"8"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"18"	"0.93063273894505"	"1.22069663561841"	"1.22067978506278"	"0.999009263091923"	"1.05721763994342"	"9"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"19"	"0.933256571013354"	"1.22069663561841"	"1.2206966351955"	"1.00684246493575"	"1.06318749656533"	"9"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"20"	"0.917948715036071"	"1.22069663561841"	"0.598156648621218"	"0.961734349445088"	"1.02859541495445"	"10"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"21"	"0.915505000156572"	"1.22069663561841"	"1.22067960516249"	"0.954664832830364"	"1.02312615920955"	"10"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"22"	"0.90189484878171"	"1.22069663561841"	"1.2206966351955"	"0.915945069728298"	"0.992932121662587"	"11"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"23"	"0.935847198309783"	"1.22069663561841"	"1.20997665786832"	"1.01461803021288"	"1.06909829429885"	"11"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"24"	"0.863631625410943"	"1.22069663561841"	"1.2206964398"	"0.81289372601657"	"0.91046828533297"	"12"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"25"	"0.899524094215619"	"1.22069663561841"	"1.22069283483903"	"0.909312931108808"	"0.987718865460239"	"12"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"26"	"0.851585528951853"	"1.22069663561841"	"1.2206962962034"	"0.782175978585996"	"0.885246652703331"	"13"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"27"	"0.88145615445279"	"1.22069663561841"	"0.502233848725569"	"0.859848943538017"	"0.94843850317167"	"13"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"28"	"0.836653980888111"	"1.22069663561841"	"1.2099729166477"	"0.74521527757141"	"0.854475296043365"	"14"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"29"	"0.85591308109344"	"1.22069663561841"	"1.22067980096198"	"0.793118082932403"	"0.894266733250751"	"14"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"30"	"0.784627256788486"	"1.22069663561841"	"0.598156648611894"	"0.625748807480961"	"0.751509593861233"	"15"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
"31"	"0.906682176025079"	"1.22069663561841"	"1.2099593995928"	"0.929438870259369"	"1.00350121838433"	"15"	"1"	"20"	"Nov 10 22 45 19"	"0"	"0"
