"prop.area"	"undisturbed.eigen"	"eigen.patch.rm"	"eigen.islands"	"eigen.quality"	"num.patch.rem"	"alpha.count"	"bunch.of.repeats"	"landscape.id"	"mean.nn"	"var.nn"
"2"	"0.962837397203966"	"0.00772538808505872"	"0.00772538808505872"	"0.00684645058134897"	"0.0071618662444614"	"1"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"3"	"0.895308659611475"	"0.00772538808505872"	"0.00501254288340433"	"0.00544224368320811"	"0.00619249800919756"	"2"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"4"	"0.962456885142066"	"0.00772538808505872"	"0.00772538808484035"	"0.00683785588211902"	"0.00715620664294076"	"3"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"5"	"0.929546548416439"	"0.00772538808505872"	"0.00772538666936847"	"0.00612433376638558"	"0.00667517399685168"	"4"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"6"	"0.969869075234779"	"0.00772538808505872"	"0.00772534269048736"	"0.00700672841059675"	"0.00726685557908962"	"5"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"7"	"0.857092577808039"	"0.00772538808505872"	"0.00500318419155868"	"0.0047490795828224"	"0.00567512947182961"	"6"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"8"	"0.933193668100708"	"0.00772538808505872"	"0.00772538774254231"	"0.00620054941125265"	"0.00672765747540287"	"7"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"9"	"0.953967584237623"	"0.00772538808505872"	"0.00740814375239639"	"0.00664818520192036"	"0.00703052150088982"	"8"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"10"	"0.849868532602081"	"0.00772538808505872"	"0.00501254161078932"	"0.00462575568876851"	"0.00557986644263996"	"9"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"11"	"0.937430901084045"	"0.00772538808505872"	"0.00751329884689094"	"0.00628997832163257"	"0.00678889100362847"	"10"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"12"	"0.906309981713728"	"0.00772538808505872"	"0.00772538807643632"	"0.00565493413446719"	"0.00634561664552599"	"11"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"13"	"0.857600563746652"	"0.00772538808505872"	"0.00772044938154524"	"0.00475784168109739"	"0.00568185859390542"	"12"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"14"	"0.838668974254307"	"0.00772538808505872"	"0.00500994422487108"	"0.00443924430438228"	"0.00543377259940951"	"13"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"15"	"0.902044547173423"	"0.00772538808505872"	"0.00501254149034722"	"0.00557175329989852"	"0.00628602749902858"	"14"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"16"	"0.896861589287965"	"0.00772538808505872"	"0.00740793440537375"	"0.00547190197537686"	"0.00621399864775103"	"15"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"17"	"0.896857275056283"	"0.00772538808505872"	"0.00718664504452317"	"0.00547181941578887"	"0.00621393886469047"	"16"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"18"	"0.774604487043859"	"0.00772538808505872"	"0.00501238446421782"	"0.00347631542807036"	"0.00463532641590247"	"17"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"19"	"0.882858480965885"	"0.00772538808505872"	"0.00772534076630412"	"0.00520874101455466"	"0.00602146951618632"	"18"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"20"	"0.833530419046175"	"0.00772538808505872"	"0.00765926510749296"	"0.0043555463987797"	"0.00536739074295141"	"19"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"21"	"0.836968299909364"	"0.00772538808505872"	"0.00751319915942102"	"0.00441141368009953"	"0.00541175745805354"	"20"	"1"	"1"	"Nov 17 12 36 46"	"0"	"0"
"22"	"0.979145812879273"	"0.0353572896816555"	"0.0353572896814777"	"0.0332236987897772"	"0.0338979713949196"	"1"	"1.25"	"1"	"Nov 17 12 36 46"	"0"	"0"
"23"	"0.986770553857153"	"0.0353572896816555"	"0.0353572896816526"	"0.0339927659283185"	"0.0344279631332512"	"2"	"1.25"	"1"	"Nov 17 12 36 46"	"0"	"0"
